Date,Time,Day,Trial,Animal,Trial Code,Strategy Type,CSE,velocity,totalDistance,distanceAverage,averageHeadingError,percentTraversed,latency,corridorAverage,score,initial heading error,entropy
2007-05-25,1:11 AM,1,1,Jan-37,37-1 1 1,Thigmotaxis (m),2828.59,17.07,1022.97,49.41,84.38,21.53,59.94,0.2,0,73.36658215,0
2007-05-25,1:13 AM,1,1,Feb-37,37-2 1 1,Thigmotaxis (m),2338.63,18.4,1103.46,41.54,84.1,47.22,59.96,0.41,0,85.85929801,0
2007-05-25,1:16 AM,1,1,Mar-37,37-3 1 1,Thigmotaxis (m),3665.96,18.32,1098.14,63.49,85.01,47.22,59.94,0.14,0,78.75945689,0
2007-05-25,1:23 AM,1,2,Jan-37,37-1 1 2,Thigmotaxis (m),3263.78,19.62,1176.64,54.84,93.42,57.64,59.98,0.05,0,98.89909286,0
2007-05-25,1:26 AM,1,2,Feb-37,37-2 1 2,Thigmotaxis (m),3111.98,19.67,1179.59,52.3,87.55,18.75,59.98,0.11,0,49.72951231,0
2007-05-25,1:28 AM,1,2,Mar-37,37-3 1 2,Thigmotaxis (m),3216.71,17.49,1048.14,53.9,91.41,40.97,59.94,0.07,0,110.601434,0
2007-05-25,1:35 AM,1,3,Jan-37,37-1 1 3,Thigmotaxis (m),2847.31,16.31,977.5,48.07,86.54,26.39,59.92,0.1,0,70.20028133,0
2007-05-25,1:37 AM,1,3,Feb-37,37-2 1 3,Thigmotaxis (m),2196.73,20.3,1195.65,37.67,85.98,44.44,58.9,0.29,0,70.56891164,0
2007-05-25,1:39 AM,1,3,Mar-37,37-3 1 3,Random Search (m),2503.08,13.48,808.03,42.42,89.5,35.42,59.93,0.1,1,81.01110006,0
2007-05-25,1:43 AM,1,4,Jan-37,37-1 1 4,Random Search (m),2841.57,15.09,905.07,50.46,86.53,55.56,59.98,0.33,0,59.12464583,0
2007-05-25,1:45 AM,1,4,Feb-37,37-2 1 4,Thigmotaxis (m),3339.37,16.51,989.78,57.9,103.68,33.33,59.94,0.22,0,134.876815,0
2007-05-25,1:47 AM,1,4,Mar-37,37-3 1 4,Random Search (m),3251.15,14.57,873.13,57.12,86.51,47.22,59.92,0.24,0,65.16458918,0
2007-05-25,10:07 AM,1,1,31-Jan,31-1 1 1,Thigmotaxis (m),2674.92,21.25,1274.39,44.93,88.56,43.75,59.96,0.17,0,109.5138119,0
2007-05-25,10:10 AM,1,1,Feb-31,31-2 1 1,Thigmotaxis (m),2376.12,17.09,1025.1,40.04,92.29,18.06,59.99,0.21,0,122.6271362,0
2007-05-25,10:13 AM,1,1,Jan-32,32-1 1 1,Thigmotaxis (m),2792.48,19.19,1150.99,47.41,89.14,46.53,59.97,0.18,0,107.4682905,0
2007-05-25,10:17 AM,1,1,Feb-32,32-2 1 1,Thigmotaxis (m),3218.47,20.33,1217.94,53.97,90.47,40.97,59.92,0.13,0,96.77573502,0
2007-05-25,10:21 AM,1,2,31-Jan,31-1 1 2,Thigmotaxis (m),2564.22,17.86,1070.83,45,88.3,34.03,59.95,0.35,0,87.4140307,0
2007-05-25,10:23 AM,1,2,Feb-31,31-2 1 2,Directed Search (m),230.77,16.94,157.05,41.63,44.5,10.42,9.27,0.56,2,58.1927654,0
2007-05-25,10:25 AM,1,2,Jan-32,32-1 1 2,Thigmotaxis (m),2869.66,17.45,1046.35,50.37,88.39,41.67,59.95,0.33,0,28.15002183,0
2007-05-25,10:27 AM,1,2,Feb-32,32-2 1 2,Thigmotaxis (m),3301.5,17.68,1058.99,57.62,89.12,22.92,59.91,0.13,0,59.65896933,0
2007-05-25,10:31 AM,1,3,31-Jan,31-1 1 3,Random Search (m),2538.78,19.14,1148,42.82,91.71,54.17,59.98,0.23,0,73.04777862,0
2007-05-25,10:34 AM,1,3,Feb-31,31-2 1 3,Thigmotaxis (m),2355.92,16.04,961.79,39.81,89,37.5,59.95,0.3,0,42.72512373,0
2007-05-25,10:36 AM,1,3,Jan-32,32-1 1 3,Thigmotaxis (m),2478.23,14.44,828.7,43.79,90.52,25,57.37,0.19,0,60.04960597,0
2007-05-25,10:38 AM,1,3,Feb-32,32-2 1 3,Thigmotaxis (m),3088.29,19.72,1181.78,51.95,90.31,40.28,59.92,0.16,0,30.85453348,0
2007-05-25,10:41 AM,1,4,31-Jan,31-1 1 4,Random Search (m),2642.05,17.97,928.06,53.67,86.59,63.89,51.64,0.23,0,51.62858715,0
2007-05-25,10:44 AM,1,4,Feb-31,31-2 1 4,Thigmotaxis (m),3621.33,12.57,752.88,63.38,89.55,24.31,59.9,0.13,0,68.92018991,0
2007-05-25,10:45 AM,1,4,Jan-32,32-1 1 4,Spatial Indirect (m),284.7,24.2,256.56,36.53,55.41,15.28,10.6,0.58,2,40.07866944,0
2007-05-25,10:47 AM,1,4,Feb-32,32-2 1 4,Thigmotaxis (m),3413.09,17.76,1064.11,59.02,92.3,27.08,59.92,0.1,0,64.40289066,0
2007-05-25,11:07 AM,1,1,Jan-33,33-1 1 1,Thigmotaxis (m),3531.51,16.04,961.09,61.3,88.34,34.03,59.91,0.12,0,32.44558074,0
2007-05-25,11:09 AM,1,1,Feb-33,33-2 1 1,Thigmotaxis (m),3158.2,17.69,1061.11,55.08,89.41,33.33,59.97,0.2,0,103.6101802,0
2007-05-25,11:12 AM,1,1,Mar-33,33-3 1 1,Thigmotaxis (m),3493.44,18.32,1098.05,60.56,87.37,40.28,59.93,0.12,0,88.26916745,0
2007-05-25,11:14 AM,1,1,Apr-33,33-4 1 1,Thigmotaxis (m),3160.44,17.53,1051.46,55.22,87.14,40.28,59.97,0.22,0,59.5922099,0
2007-05-25,11:17 AM,1,2,Jan-33,33-1 1 2,Thigmotaxis (m),3003.13,17.3,1036.46,50.56,91.24,32.64,59.9,0.23,0,66.31210248,0
2007-05-25,11:19 AM,1,2,Feb-33,33-2 1 2,Random Search (m),213.12,24.88,242.09,23.91,69.54,13.89,9.73,0.33,2,34.79424909,0
2007-05-25,11:20 AM,1,2,Mar-33,33-3 1 2,Focal Search (m),68.9,29.84,176.38,13.65,62.27,6.94,5.91,0.43,2,75.51748058,0
2007-05-25,11:22 AM,1,2,Apr-33,33-4 1 2,Thigmotaxis (m),3583.22,18.04,1082.19,60.24,88.56,34.03,59.98,0.09,0,60.56503257,0
2007-05-25,11:24 AM,1,3,Jan-33,33-1 1 3,Spatial Indirect (m),480.16,21.73,310.06,42.3,67.67,19.44,14.27,0.44,0,81.2620268,0
2007-05-25,11:27 AM,1,3,Feb-33,33-2 1 3,Thigmotaxis (m),2892.86,18.31,1097.06,50.71,85.19,40.97,59.9,0.26,0,16.39952125,0
2007-05-25,11:29 AM,1,3,Mar-33,33-3 1 3,Scanning (m),764.94,19.08,390.53,43.24,76.22,23.61,20.47,0.25,1,39.26749318,0
2007-05-25,11:32 AM,1,3,Apr-33,33-4 1 3,Thigmotaxis (m),4021.66,16.83,1009.36,69.38,87.75,21.53,59.99,0.02,0,72.14844359,0
2007-05-25,11:34 AM,1,4,Jan-33,33-1 1 4,Thigmotaxis (m),529.78,20.01,287.36,39.15,80.58,21.53,14.36,0.3,0,71.3154215,0
2007-05-25,11:35 AM,1,4,Feb-33,33-2 1 4,Spatial Indirect (m),100.02,18.38,126.67,19.88,69.39,9.03,6.89,0.41,2,44.21685395,0
2007-05-25,11:38 AM,1,4,Mar-33,33-3 1 4,Random Search (m),3551.62,16.88,1011.4,59.78,92.66,46.53,59.93,0.01,0,111.635222,0
2007-05-25,11:40 AM,1,4,Apr-33,33-4 1 4,Thigmotaxis (m),3744.94,14.32,858.94,63,93.73,43.75,59.98,0.01,0,129.958322,0
2007-05-25,12:08 PM,1,1,Jan-35,35-1 1 1,Random Search (m),1002.46,25.16,520.06,53.3,83.13,24.31,20.67,0.28,1,63.80825153,0
2007-05-25,12:11 PM,1,1,Feb-35,35-2 1 1,Thigmotaxis (m),3737.1,21.94,1314.5,64.28,87.41,30.56,59.91,0.06,0,50.8115188,0
2007-05-25,12:13 PM,1,1,Jan-36,36-1 1 1,Thigmotaxis (m),2931.52,20.7,1240.69,50.98,86.69,46.53,59.95,0.25,0,92.68648523,0
2007-05-25,12:16 PM,1,1,Feb-36,36-2 1 1,Not Recognized (m),2110.22,16.74,635.37,59.59,80.62,20.83,37.95,0.15,1,62.68160862,0
2007-05-25,12:18 PM,1,2,Jan-35,35-1 1 2,Scanning (m),377.86,18.11,303.4,24.66,84.64,9.72,16.75,0.41,0,96.87298511,0
2007-05-25,12:19 PM,1,2,Feb-35,35-2 1 2,Random Search (m),1121.88,21.84,516.77,48.35,83.65,34.72,23.66,0.08,1,106.9266279,0
2007-05-25,12:21 PM,1,2,Jan-36,36-1 1 2,Thigmotaxis (m),2374.43,12.7,761.1,40.39,88.45,22.92,59.94,0.31,0,89.04911595,0
2007-05-25,12:24 PM,1,2,Feb-36,36-2 1 2,Thigmotaxis (m),2973.37,18.96,1137.44,50.12,93.1,37.5,60,0.19,0,120.0643345,0
2007-05-25,12:26 PM,1,3,Jan-35,35-1 1 3,Focal Search (m),84.71,25.42,185.34,13.75,74.5,9.03,7.29,0.55,2,58.29722132,0
2007-05-25,12:28 PM,1,3,Feb-35,35-2 1 3,Random Search (m),1459.27,24.32,801.66,45.12,86.93,42.36,32.96,0.18,0,67.98098181,0
2007-05-25,12:29 PM,1,3,Jan-36,36-1 1 3,Random Search (m),1816.28,13.2,791.14,30.65,92.07,33.33,59.92,0.26,0,98.74513458,0
2007-05-25,12:31 PM,1,3,Feb-36,36-2 1 3,Chaining (m),487.85,20.95,392.25,27.31,79.19,30.56,18.72,0.44,0,26.97402589,0
2007-05-25,12:34 PM,1,4,Jan-35,35-1 1 4,Random Search (m),2805.11,19.91,1193.94,48.68,89.3,73.61,59.97,0.27,0,72.36029996,0
2007-05-25,12:36 PM,1,4,Feb-35,35-2 1 4,Chaining (m),1023.33,25.21,722.34,39.71,84.89,40.97,28.65,0.48,1,59.41980974,0
2007-05-25,12:38 PM,1,4,Jan-36,36-1 1 4,Thigmotaxis (m),3791.47,10.87,651.59,67.12,85.79,16.67,59.95,0.04,0,57.74347052,0
2007-05-25,12:41 PM,1,4,Feb-36,36-2 1 4,Thigmotaxis (m),3108.18,16.02,960.89,54.63,84.64,40.97,59.98,0.25,0,43.57332383,0
2007-05-26,7:30 AM,2,1,31-Jan,31-1 2 1,Direct swim (m),66.78,24.03,93.23,24.92,44.65,5.56,3.88,0.3,2,85.51606834,0
2007-05-26,7:31 AM,2,1,Feb-31,31-2 2 1,Focal Search (m),193.14,11.11,125.53,20.16,81.97,4.86,11.3,0.18,2,14.52105477,0
2007-05-26,7:33 AM,2,1,Jan-32,32-1 2 1,Thigmotaxis (m),2632.51,18.54,784.82,62.71,87.03,32.64,42.32,0.04,0,126.5129061,0
2007-05-26,7:35 AM,2,1,Feb-32,32-2 2 1,Random Search (m),2955.34,21.93,1314.8,49.85,90.98,50,59.95,0.16,0,37.48686315,0
2007-05-26,7:36 AM,2,2,31-Jan,31-1 2 2,Spatial Indirect (m),345.67,32.66,271.11,50.43,71.77,19.44,8.3,0.29,1,124.4632818,0
2007-05-26,7:37 AM,2,2,Feb-31,31-2 2 2,Chaining (m),905,22.27,531.72,42.55,80.52,38.89,23.88,0.34,0,45.43514049,0
2007-05-26,7:39 AM,2,2,Jan-32,32-1 2 2,Thigmotaxis (m),3270.52,20.84,1249.78,56.63,90.66,44.44,59.98,0.19,0,61.59711303,0
2007-05-26,7:42 AM,2,2,Feb-32,32-2 2 2,Random Search (m),3149.68,21.17,1268.63,54.25,86.54,63.89,59.92,0.2,0,112.9887662,0
2007-05-26,7:43 AM,2,3,31-Jan,31-1 2 3,Focal Search (m),187.84,19.49,190,31.55,72.65,13.89,9.75,0.69,2,119.3243841,0
2007-05-26,7:44 AM,2,3,Feb-31,31-2 2 3,Random Search (m),403.28,21.22,234.87,47,65.17,17.36,11.07,0.28,1,65.66996426,0
2007-05-26,7:46 AM,2,3,Jan-32,32-1 2 3,Random Search (m),2778,17.26,1034.96,48.82,92.03,54.17,59.98,0.27,1,64.36627044,0
2007-05-26,7:48 AM,2,3,Feb-32,32-2 2 3,Chaining (m),434.14,19.67,223.4,49.35,66.65,20.83,11.36,0.3,1,55.38510717,0
2007-05-26,7:49 AM,2,4,31-Jan,31-1 2 4,Focal Search (m),80.55,42.48,217.9,18.17,68.56,12.5,5.13,0.75,2,46.12371027,0
2007-05-26,7:50 AM,2,4,Feb-31,31-2 2 4,Scanning (m),339.68,19.73,349.75,19.97,85.8,28.47,17.73,0.43,2,138.7127151,0
2007-05-26,7:52 AM,2,4,Jan-32,32-1 2 4,Random Search (m),2543.38,17.12,1026.2,42.81,94.76,47.22,59.93,0.25,1,88.26239116,0
2007-05-26,7:54 AM,2,4,Feb-32,32-2 2 4,Focal Search (m),67.87,43.87,171.09,20.13,68.01,4.86,3.9,0.4,2,42.65020243,0
2007-05-26,8:11 AM,2,1,Jan-33,33-1 2 1,Thigmotaxis (m),3097.49,19.97,1196.84,51.89,91.61,39.58,59.94,0.2,0,120.7598916,0
2007-05-26,8:12 AM,2,1,Feb-33,33-2 2 1,Scanning (m),540.35,23.95,466.16,28.39,91.26,29.17,19.46,0.13,0,81.37867882,0
2007-05-26,8:13 AM,2,1,Mar-33,33-3 2 1,Spatial Indirect (m),73.2,41.91,194.04,17.59,69.25,9.03,4.63,0.73,2,64.61260489,0
2007-05-26,8:15 AM,2,1,Apr-33,33-4 2 1,Thigmotaxis (m),3356.34,20.66,1239.45,56.24,90.21,49.31,59.99,0.02,0,54.23273729,0
2007-05-26,8:17 AM,2,2,Jan-33,33-1 2 2,Chaining (m),561.63,26.32,439.33,39.1,81.08,29.86,16.69,0.53,0,112.3279002,0
2007-05-26,8:18 AM,2,2,Feb-33,33-2 2 2,Spatial Indirect (m),153.6,35.24,222.38,35.75,53.4,12.5,6.31,0.94,2,87.86964391,0
2007-05-26,8:20 AM,2,2,Mar-33,33-3 2 2,Random Search (m),2947.7,21.9,1313.75,51.02,91.46,63.19,59.99,0.24,1,24.83449123,0
2007-05-26,8:22 AM,2,2,Apr-33,33-4 2 2,Thigmotaxis (m),3197.88,20.85,1250.97,55.3,89.11,48.61,59.99,0.16,0,91.53591631,0
2007-05-26,8:24 AM,2,3,Jan-33,33-1 2 3,Directed Search (m),142.94,24.26,147.03,40.34,51.84,11.11,6.06,0.6,2,60.6303681,0
2007-05-26,8:25 AM,2,3,Feb-33,33-2 2 3,Directed Search (m),97.91,24.94,163.6,31.03,47.06,15.97,6.56,0.7,2,29.76030128,0
2007-05-26,8:26 AM,2,3,Mar-33,33-3 2 3,Random Search (m),3382.97,17.93,1074.54,58.72,86.99,47.22,59.94,0.1,0,50.37676588,0
2007-05-26,8:29 AM,2,3,Apr-33,33-4 2 3,Thigmotaxis (m),3394.07,17.27,1035.2,59.14,86.86,46.53,59.94,0.17,0,73.89986858,0
2007-05-26,8:30 AM,2,4,Jan-33,33-1 2 4,Spatial Indirect (m),39.13,33.89,85.4,22.33,23.71,4.17,2.52,0.48,3,21.58880732,0
2007-05-26,8:31 AM,2,4,Feb-33,33-2 2 4,Spatial Indirect (m),109.2,19.05,144.97,18.2,72.06,12.5,7.61,0.38,2,34.92986118,0
2007-05-26,8:33 AM,2,4,Mar-33,33-3 2 4,Scanning (m),1663.95,17.78,681.31,44.3,87.5,58.33,38.31,0.08,1,71.76607034,0
2007-05-26,8:35 AM,2,4,Apr-33,33-4 2 4,Random Search (m),2034.34,18.26,944.03,40.03,88.16,44.44,51.69,0.16,1,43.09003487,0
2007-05-26,8:55 AM,2,1,Jan-35,35-1 2 1,Random Search (m),1943.1,19.49,682.6,56.3,88.6,27.78,35.02,0.03,1,92.60980292,0
2007-05-26,8:56 AM,2,1,Feb-35,35-2 2 1,Random Search (m),1620,26.69,1052.77,41.49,88.6,53.47,39.45,0.23,0,87.57072633,0
2007-05-26,8:58 AM,2,1,Jan-36,36-1 2 1,Thigmotaxis (m),3317.93,16.51,989.14,55.86,89.98,31.94,59.9,0.14,0,70.14968683,0
2007-05-26,9:00 AM,2,1,Feb-36,36-2 2 1,Random Search (m),1697.88,19.91,893.58,38.6,91.28,60.42,44.88,0.24,1,80.40450944,0
2007-05-26,9:03 AM,2,2,Jan-35,35-1 2 2,Random Search (m),1761.14,22.56,904.35,44.28,88.79,56.25,40.08,0.17,1,69.65921977,0
2007-05-26,9:04 AM,2,2,Feb-35,35-2 2 2,Scanning (m),424.06,35.67,443.4,35.02,86.12,39.58,12.43,0.11,1,85.62767879,0
2007-05-26,9:06 AM,2,2,Jan-36,36-1 2 2,Thigmotaxis (m),2220.32,16.26,975.11,37.31,92.8,43.06,59.97,0.23,0,122.1707434,0
2007-05-26,9:07 AM,2,2,Feb-36,36-2 2 2,Spatial Indirect (m),148.86,27.39,200.8,21.81,79.98,7.64,7.33,0.15,2,115.6322055,0
2007-05-26,9:09 AM,2,3,Jan-35,35-1 2 3,Scanning (m),2973.14,20.16,1207.71,51.45,90.04,67.36,59.92,0.21,1,114.6605391,0
2007-05-26,9:12 AM,2,3,Feb-35,35-2 2 3,Random Search (m),1502.67,26.92,770.2,54.67,82.72,50,28.61,0.2,1,140.525313,0
2007-05-26,9:13 AM,2,3,Jan-36,36-1 2 3,Random Search (m),2883.55,15.02,900.43,50.55,93.5,41.67,59.96,0.12,1,26.17460436,0
2007-05-26,9:15 AM,2,3,Feb-36,36-2 2 3,Random Search (m),393.75,26.66,277.3,44.36,71.94,21.53,10.4,0.29,1,68.90248619,0
2007-05-26,9:17 AM,2,4,Jan-35,35-1 2 4,Scanning (m),840.23,17.71,315.47,54.92,76.37,22.92,17.81,0.25,1,75.81542961,0
2007-05-26,9:18 AM,2,4,Feb-35,35-2 2 4,Random Search (m),361.29,26.6,352.13,34.7,72.56,36.81,13.24,0.52,1,23.66980968,0
2007-05-26,9:20 AM,2,4,Jan-36,36-1 2 4,Random Search (m),2076.26,11.99,592.09,46.11,85.71,45.83,49.38,0.27,0,36.39652185,0
2007-05-26,9:21 AM,2,4,Feb-36,36-2 2 4,Spatial Indirect (m),217.89,29.47,203.67,44.52,54.82,19.44,6.91,0.31,2,72.49961312,0
2007-05-26,9:43 AM,2,1,Jan-37,37-1 2 1,Spatial Indirect (m),149.15,16.02,121.4,26,62.44,6.25,7.58,0.47,2,39.50881643,0
2007-05-26,9:44 AM,2,1,Feb-37,37-2 2 1,Spatial Indirect (m),62.8,24.34,106.37,19.21,46.26,7.64,4.37,0.42,2,51.42880596,0
2007-05-26,9:45 AM,2,1,Mar-37,37-3 2 1,Spatial Indirect (m),133.18,27.69,133.49,33.26,58.94,9.03,4.82,0.22,2,84.8593076,0
2007-05-26,9:48 AM,2,2,Jan-37,37-1 2 2,Thigmotaxis (m),2669.29,20.38,1221.13,46.92,87.85,49.31,59.92,0.3,0,50.43169633,0
2007-05-26,9:50 AM,2,2,Feb-37,37-2 2 2,Random Search (m),2900.83,20.92,1252.92,50.34,89.4,56.25,59.9,0.3,1,64.85526351,0
2007-05-26,9:52 AM,2,2,Mar-37,37-3 2 2,Spatial Indirect (m),206,27.02,281.57,28.31,68.07,22.92,10.42,0.63,2,118.1180997,0
2007-05-26,9:55 AM,2,3,Jan-37,37-1 2 3,Spatial Indirect (m),615.94,13.91,210.84,52.85,64.86,15.97,15.16,0.19,0,66.39108955,0
2007-05-26,9:56 AM,2,3,Feb-37,37-2 2 3,Random Search (m),980.18,16.88,512.85,37.13,86.44,36.11,30.39,0.45,0,63.21434392,0
2007-05-26,9:57 AM,2,3,Mar-37,37-3 2 3,Spatial Indirect (m),262.88,25.07,254.7,35.59,68.26,18.06,10.16,0.37,2,38.45992153,0
2007-05-26,10:01 AM,2,4,Jan-37,37-1 2 4,Scanning (m),276.81,26.54,338.42,23.1,80.52,20.14,12.75,0.64,2,52.32709888,0
2007-05-26,10:02 AM,2,4,Feb-37,37-2 2 4,Spatial Indirect (m),72.98,37.75,155.91,19.6,66.81,6.25,4.13,0.28,2,96.12457033,0
2007-05-26,10:03 AM,2,4,Mar-37,37-3 2 4,Spatial Indirect (m),42.9,68.9,158.47,21.66,50.53,6.25,2.3,0.29,2,96.33710627,0
2007-05-27,7:12 AM,3,1,31-Jan,31-1 3 1,Random Search (m),2321.36,25.11,1506.67,40.3,89.52,70.83,60,0.37,0,70.29095664,0
2007-05-27,7:16 AM,3,1,Feb-31,31-2 3 1,Random Search (m),2733.11,20.73,1243.14,47.44,90.47,54.86,59.96,0.24,0,112.8105948,0
2007-05-27,7:18 AM,3,1,Jan-32,32-1 3 1,Random Search (m),2859.77,19.56,1172.54,49.67,88.15,52.08,59.96,0.22,1,72.42906837,0
2007-05-27,7:19 AM,3,1,Feb-32,32-2 3 1,Direct swim (m),162.23,43.58,201.78,47.69,40.86,10.42,4.63,0.52,2,95.70251331,0
2007-05-27,7:21 AM,3,2,31-Jan,31-1 3 2,Spatial Indirect (m),41.03,29.79,89.08,19.89,40.54,4.86,2.99,0.52,2,50.2441102,0
2007-05-27,7:22 AM,3,2,31-2*,31-2* 3 2,Spatial Indirect (m),116.49,19.29,101.86,28.48,57.42,6.25,5.28,0.35,2,103.9032453,0
2007-05-27,7:24 AM,3,2,Jan-32,32-1 3 2,Thigmotaxis (m),2718.88,16.59,995.19,45.91,92.98,43.06,60,0.1,1,63.01114813,0
2007-05-27,7:25 AM,3,2,Feb-32,32-2 3 2,Spatial Indirect (m),124.13,34.4,146.21,33.79,56.54,15.28,4.25,0.14,2,84.08709336,0
2007-05-27,7:27 AM,3,3,31-Jan,31-1 3 3,Random Search (m),2158.92,19.88,1192.1,36.28,93.43,60.42,59.95,0.19,1,125.7876294,0
2007-05-27,7:29 AM,3,3,Feb-31,31-2 3 3,Scanning (m),725.01,19.51,375.17,38.14,85.22,26.39,19.23,0.03,0,95.54502948,0
2007-05-27,7:31 AM,3,3,Jan-32,32-1 3 3,Random Search (m),1281.24,15.49,562.79,36.05,91.03,43.75,36.34,0.32,0,77.26741837,0
2007-05-27,7:32 AM,3,3,Feb-32,32-2 3 3,Focal Search (m),80.42,31.12,230.01,12.97,80.91,13.19,7.39,0.81,2,29.34339592,0
